"Gene","R","P","FDR"
"ENSG00000154146.13",-0.35143124211037,2.79940269637575e-06,0.000300055808844021
"ENSG00000154319.16",-0.305411431899408,5.39582397311894e-05,0.00210877102137139
"ENSG00000154917.11",-0.310509871685295,3.97900650811129e-05,0.00170741051225593
"ENSG00000154978.13",-0.33601818573434,7.95552938624555e-06,0.000567552892199265
"ENSG00000155034.20",-0.358526590551093,1.69846043282612e-06,0.000225118920994084
"ENSG00000155886.12",-0.301279969779106,6.87824129605834e-05,0.00248546178725135
"ENSG00000157168.20",-0.346079959823977,4.04844508642784e-06,0.00037312355520777
"ENSG00000157193.18",-0.340567303495228,5.87880791654006e-06,0.000478651786871369
"ENSG00000157851.17",-0.364332702367343,1.11826372843127e-06,0.000162025753084832
"ENSG00000159409.15",-0.366092298614113,9.83622082442039e-07,0.000154639260078979
"ENSG00000160014.17",-0.378782424335758,3.81152061580081e-07,8.88294111955853e-05
"ENSG00000160408.16",-0.336850029150663,7.53008443919371e-06,0.000560958167181343
"ENSG00000161048.12",-0.373671023583022,5.61108815163788e-07,0.000111492124124738
"ENSG00000162188.6",-0.301922407205447,6.62503904136067e-05,0.002439070532865
"ENSG00000162517.13",-0.351516072248102,2.78292663482693e-06,0.00029955375129029
"ENSG00000162631.20",-0.320332165798319,2.17777147943026e-05,0.00111088210626439
"ENSG00000162734.13",-0.362167566277627,1.30812246454126e-06,0.00018258370860847
"ENSG00000163069.13",-0.321815469539559,1.98463973913057e-05,0.00105032923527362
"ENSG00000163083.6",-0.401273536658474,6.41554402833277e-08,2.8591941219603e-05
"ENSG00000163348.4",-0.320830617487156,2.11097536057226e-05,0.00108552848349427
"ENSG00000163793.13",-0.344740056607661,4.43555218022557e-06,0.000389883501848685
"ENSG00000163930.10",-0.314959411907879,3.0362050655841e-05,0.00141261386961599
"ENSG00000164070.12",-0.308723326782534,4.43001106567541e-05,0.00183282689090151
"ENSG00000164970.15",-0.392527176949491,1.3032780414336e-07,4.53522905295037e-05
"ENSG00000165023.7",-0.360988689599893,1.42403502228408e-06,0.000195451789478948
"ENSG00000165912.16",-0.301748235532,6.69280723954023e-05,0.00245250202012957
"ENSG00000165948.11",-0.402438383594859,5.82863533470406e-08,2.64401470370513e-05
"ENSG00000166016.6",-0.336050083880436,7.938803602118e-06,0.000567552892199265
"ENSG00000166167.18",-0.315804844488004,2.88273227925286e-05,0.00136368804636612
"ENSG00000166313.20",-0.348375136642462,3.45882162137237e-06,0.000340559866851636
"ENSG00000166326.7",-0.344180260795963,4.60747356587812e-06,0.000402211859085917
"ENSG00000166974.13",-0.364279879690985,1.12256554512973e-06,0.000162025753084832
"ENSG00000167614.14",-0.321650015184739,2.0053530412316e-05,0.0010546994473376
"ENSG00000168036.18",-0.30945255901554,4.24040639476241e-05,0.00177687301410752
"ENSG00000168135.4",-0.307897785783152,4.65426367316467e-05,0.00189171616143043
"ENSG00000168175.15",-0.311400958402438,3.77054826176051e-05,0.00164859272794324
